No,text,Score_ideal
1911,"tell me just one thing what happens to a product, which stops working within 10 days of purchase, \7 days return policy\\ wow.\""""",
1912,spf1237 7-inch digital photo frame is selling cheaper at inr 3200 today,
1915,rt great things can be accomplished with ease when you have the best team in the world! - snapdeal blog,
1917,rt buying on snapdeal is a smart choice. shopping on snapdeal is very easy.,
1918,"rt  i don't know what to say! you guys told me to find a service center, which is by the way 2000 km from here a…",
1919,"i don't know what to say! you guys told me to find a service center, which is by the way 2000 km from here and get it done!",
1920,buying on snapdeal is a smart choice. shopping on snapdeal is very easy.,
1922,great things can be accomplished with ease when you have the best team in the world! - snapdeal blog,
1924,ettech | nikon india withdraws its consumer advisory against flipkart and snapdeal,
1925,snapdeal makes me want to shop more. expect more offers and savings from snapdeal.,
1926,snapdeal is the best. i found shopping on snapdeal to be very simple and easy.,
1929,"buy maharaja whiteline jx-101 550 w juicer mixer grinder (red) with 3 jars of 1.5 litres, 0.75 litres a...",
1930,"cool things, nice shopping on snapdeal. makes you smile. the snapdeal website is very easy to use and shop from.",
1931,it's magic when people come together  against all odds to make something incredible  happen.,
1934,strontium 32gb (class10) 466x nitro micro sd card uhs-1 is selling cheaper at inr 732 today,
1935,why top executives are leaving |,
1936,galaxy note ii n7100 16gb white is selling cheaper by 1% at inr 32900 today,
1937,i still don't get it..,
1938,"and this now, nikon withdraws its advisory -",
1939,rt alibaba-backed snapdeal launches similar image search feature findmystyle via,
1941,rt excellent article by  on ecomm valuations,
1942,rt startupgrind hosts snapdeal founder rohit bansal at startathon,
1943,rt  thanks for the quick response.,
1944,thanks for the quick response.,
1945,startupgrind hosts snapdeal founder rohit bansal at startathon,
1950,"rt nikon withdraws flipkart, snapdeal names from caution notice",
1952,hey !! snapdeal is offering branded gas stoves at flat 50% off. hurry up and make over your kitchen  !! for best...,
1953,snapdeal is one of the best websites i have seen so far. wonderful offers and savings from snapdeal.,
1954,alibaba-backed snapdeal launches similar image search feature findmystyle,
1956,groovy a5 bluetooth edr neckband headphone is selling cheaper at inr 1750 today,
1957,rt srk ka kuch ho to dikhao....warna aage badho,
1958,dear friend buy india's no.1 brand vivah bridal chura at lowest prices,
1960,srk ka kuch ho to dikhao....warna aage badho,
1963,"rt ordered a rakhi gift which i got on sale, was cancelled today with reason technical glitch.snapdeal broke customer dil ki deal…",
1964,"rt  worst snapdeal experience order no , 8041982776 again and again",
1966,"rt  worst snapdeal experience order no , 8041982776 and again",
1967,"rt  worst snapdeal experience order no , 8041982776",
1969,"rt  what a joke u snapdeal,heard the same a week ago and the same is being repeated.",
1970,rt   ... snapdeal is worth a slapdeal from consumers for cheating twice in a weekstating still doing bes…,
1971,"rt    unless and until we tweeted here,  is sleeping.",
1972,"rt  worst snapdeal experience order no , 8041982776 again and again rep…",
1973,"rt pantaloons, amazon, snapdeal, jabong and flipkart sale over....

nse bse sale started ..flat 20% 
wa",
1974,"nikon withdraws flipkart, snapdeal names from caution notice",
1975,"rt aeltic tees  50 % off . 
search for aeltic",
1978,"rt i would have loved it if it was sized to 4\-5\\.""",
1979,its best size.,
1980,"rt meizu mx5 makes its way to india, now available exclusively via retailer snapdeal",
1982,rt meizu mx5 available in india via snapdeal - xda-developers,
1984,meizu mx5 available in india via snapdeal - xda-developers,
1985,"meizu mx5 makes its way to india, now available exclusively via retailer snapdeal",
1986,"i would have loved it if it was sized to 4\-5\\.""",
1988,"worst snapdeal experience order no , 8041982776 again and again repeated",
1989,"aeltic tees  50 % off . 
search for aeltic",
1990,"unless and until we tweeted here,  is sleeping.",
1991,rt what the heck .... lets do     ;--),
1992,"nikon withdraws flipkart, snapdeal names from caution notice -",
1993,shop on snapdeal app &amp; get rs.25 cashback on rs.250 purchase,
1994,let see when your tomorrow will come ...,
1996,i request you to differentiate these 14 only 1-2may be and of what use they are of,
1997,"yes, received it. thanks.",
1998,on  by amarav dont-shop-from-snepdeal -,
1999,... snapdeal is worth a slapdeal from consumers for cheating twice in a weekstating still doing best,
2000,"what a joke u snapdeal,heard the same a week ago and the same is being repeated.",
2001,mam i m listening this from 10 days,
2002,rt so many yummy treats to choose from visit -,
2003,my is to purchasing lots of for my poor students via ~,
2006,rock crawler is selling cheaper at inr 4480 today,
2007,"worst snapdeal experience order no , 8041982776 again and again",
2008,what the heck .... lets do     ;--),
2009,apologies for the inconvenience. i've forwarded your concern for further processing &amp; will respond with an update soon. thanks -avi,
2010,"worst snapdeal experience order no , 8041982776",
2011,"worst snapdeal experience order no , 8041982776 and again",
2013,my is giving toys for childs via ~,
2014,that dude in the snapdeal ad.,
2016,my is to buy a pair of shoes for near one of my student,
2018,whose pathetic creativity is this ??? horrible adsss,
2020,apologies for the delay. our team is working on it and will share an update soon. thanks - avi,
2021,rt linksys 300 mbps n300 wireless router (e900) is selling cheaper at inr 1994 today,
2022,galaxy grand prime 8gb grey is selling cheaper by 1% at inr 9749 today,
2023,rt   haa yar expensive toh h..par uske specs..bc!,
2024,snapdeal hack on the house. can't wait for,
2025,rt  dear snapdeal infocus m350 is in why is not here menu option,
2026,rt postal department has set up a dedicated parcel processing center in mumbai.…,
2027,dear friends buy india's no.1 brand vivah bridal chura at lowest prices,
2028,"rt get your hands on the elegant and powerful zenbook ux305!

buy",
2029,linksys 300 mbps n300 wireless router (e900) is selling cheaper at inr 1994 today …,
2030,benq gw2760hs 27 inch monitor is selling cheaper at inr 15713 today,
2031,tempo j03r on ear headphone is selling cheaper by 12% at inr 1759 today …,
2033,rt below rs.20000  …,
2034,"rt  two months are gone,but your team is not able to solve my problem yet,worst service by snapdeal,don't buy…",
2035,"men, women black, grey messenger bag is selling cheaper at inr 1650 today …",
2036,"nw shop wth ur friends, virtually. interesting, but i don't understand the mobile obsession.",
2040,top executives are leaving like and are they hungry to start their own ventu…,
2043,lumia 520 is selling cheaper at inr 5300 today,
2045,same product but price differ etvharyana inld2019 vyangyapuraan atheist_kr…,
2046,xperia z ultra is selling cheaper at inr 13398 today …,
2048,"two months are gone,but your team is not able to solve my problem yet,worst service by snapdeal,don't buy again.",
2049,dear snapdeal infocus m350 is in why is not here menu option,
2050,haa yar expensive toh h..par uske specs..bc!,
2051,hope my team got in touch with you and your issue has been sorted. do let me know if you need any further assistance. mukti.,
2052,linksys 300 mbps n300 wireless router (e900) is selling cheaper at inr 1994 today,
2053,i don't have that much money,
2057,plz don't waste yr and my time. lets hv legal battle. customer care remodelling a need of an hour.,
2059,talking about phones..check this out,
2060,i want the product to be delivered and not refund.its snapdeals problem if thr was technical prob while placing order...,
2061,tempo j03r on ear headphone is selling cheaper by 12% at inr 1759 today,
2063,hi mukti i didn't got any call from  after my last tweet.ur exe r not able to resolve anything they just apologise,
2064,not required almost in every order their is fault in some way or other thanks for your concern,
2066,hope you heard from us and updated on refund. do let me know if you need any further assistance. thanks! mukti.,
2067,snapdeal with great online shoping experience but this (my nearest pincode 841402 with) product is not shippable at my location..,
2068,snappy down ;) — feeling happy at snapdeal,
2069,no refund received. day b4 no 1 ready to accept mistake. howe come change ?? do not waste time of mine. w&amp;w,
2072,syma s107 &amp; s107g rc helicopter is selling cheaper by 6% at inr 1095 today …,
2073,hd 203 wired headphones is selling cheaper by 3% at inr 2500 today …,
2074,same product but price differ etvharyana inld2019 vyangyapuraan atheist_krishna abpnews…,
2077,x-box 360 4 gb kinect holiday bundle is selling cheaper at inr 24500 today …,
2078,aviator sunglasses is selling cheaper at inr 1996 today,
2080,"why top executives are leaving startups like flipkart, snapdeal, ola &amp;amp;amp; others",
2081,apologies for the inconvenience. i've forwarded your concern for further processing &amp; will respond with an update soon.~avi,
2082,i'll get this checked and get back to you. thanks! avi,
2083,the customer care ppl told us sorry we can't replace ...this is ridicules ...,
2084,hope you heard from us. we have forwarded this for neft refund. do let me know if you need any further assistance. thanks! mukti.,
